Season,Week,Team.Name,Team.1.Player,Team.1.Skill,Team.1.Archetype,Gauntlet,,Team.2.Archetype,Team.2.Skill,Team.2.Player,Wins,Losses,,For Matchup Table,Filtering by week
Season 5,Week 2,Forbidden Memories,Vino,Balance,Triamid,W,L,Ancient Gear,M. A. Mechs,Hazy,1,0,,TriamidAncient Gear,
Season 5,Week 2,Forbidden Memories,Vino,Balance,Triamid,L,W,Ancient Gear,M. A. Mechs,Hazy,0,1,,,
Season 5,Week 2,Forbidden Memories,Rafa,Light & Dark,Spellbooks,L,W,Ancient Gear,M. A. Mechs,Hazy,0,1,,,
Season 5,Week 2,Forbidden Memories,Rafa,Light & Dark,Spellbooks,L,W,Ancient Gear,M. A. Mechs,Hazy,0,1,,,
Season 5,Week 2,Forbidden Memories,Eduu,Light & Dark,Spellbooks,W,L,Ancient Gear,M. A. Mechs,Hazy,1,0,,SpellbooksAncient Gear,
Season 5,Week 2,Forbidden Memories,Eduu,Light & Dark,Spellbooks,W,L,Six Sams,Light & Dark,Ryi,1,0,,SpellbooksSix Sams,
Season 5,Week 2,Forbidden Memories,Eduu,Light & Dark,Spellbooks,L,W,Six Sams,Light & Dark,Ryi,0,1,,,
Season 5,Week 2,Forbidden Memories,Eduu,Sealed Tombs,Koa'ki Neos,L,W,Six Sams,Light & Dark,Ryi,0,1,,,
Season 5,Week 2,Forbidden Memories,kobayashi,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,Ryi,1,0,,Blue EyesSix Sams,
Season 5,Week 2,Forbidden Memories,kobayashi,Sealed Tombs,Blue Eyes,W,L,Red Eyes,Sealed Tombs,Sleeping,1,0,,Blue EyesRed Eyes,
Season 5,Week 2,Forbidden Memories,kobayashi,Sealed Tombs,Blue Eyes,W,L,Spellbooks,Light & Dark,Sleeping,1,0,,Blue EyesSpellbooks,
Season 5,Week 2,Divine,Assuming,Sealed Tombs,Red Eyes,L,W,Spellbooks,Light & Dark,Vino,0,1,,,
Season 5,Week 2,Divine,Assuming,Light & Dark,Six Sams,L,W,Spellbooks,Light & Dark,Vino,0,1,,,
Season 5,Week 2,Divine,lucsa,Light & Dark,Six Sams,W,L,Spellbooks,Light & Dark,Vino,1,0,,Six SamsSpellbooks,
Season 5,Week 2,Divine,lucsa,Light & Dark,Six Sams,L,W,Triamid,Balance,Vino,0,1,,,
Season 5,Week 2,Divine,lucsa,Light & Dark,Spellbooks,L,W,Triamid,Balance,Vino,0,1,,,
Season 5,Week 2,Divine,Hazy,M. A. Mechs,Ancient Gear,L,W,Triamid,Balance,Vino,0,1,,,
Season 5,Week 2,Divine,Hazy,M. A. Mechs,Ancient Gear,W,L,Triamid,Balance,Vino,1,0,,Ancient GearTriamid,
Season 5,Week 2,Divine,Hazy,M. A. Mechs,Ancient Gear,W,L,Spellbooks,Light & Dark,Rafa,1,0,,Ancient GearSpellbooks,
Season 5,Week 2,Divine,Hazy,M. A. Mechs,Ancient Gear,W,L,Spellbooks,Light & Dark,Rafa,1,0,,Ancient GearSpellbooks,
Season 5,Week 2,Divine,Hazy,M. A. Mechs,Ancient Gear,L,W,Spellbooks,Light & Dark,Eduu,0,1,,,
Season 5,Week 2,Divine,Ryi,Light & Dark,Six Sams,L,W,Spellbooks,Light & Dark,Eduu,0,1,,,
Season 5,Week 2,Divine,Ryi,Light & Dark,Six Sams,W,L,Spellbooks,Light & Dark,Eduu,1,0,,Six SamsSpellbooks,
Season 5,Week 2,Divine,Ryi,Light & Dark,Six Sams,W,L,Koa'ki Neos,Sealed Tombs,Eduu,1,0,,Six SamsKoa'ki Neos,
Season 5,Week 2,Divine,Ryi,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,kobayashi,0,1,,,
Season 5,Week 2,Divine,Sleeping,Sealed Tombs,Red Eyes,L,W,Blue Eyes,Sealed Tombs,kobayashi,0,1,,,
Season 5,Week 2,Divine,Sleeping,Light & Dark,Spellbooks,L,W,Blue Eyes,Sealed Tombs,kobayashi,0,1,,,
Season 5,Week 3,Abusement Park,EJPanda,Light & Dark,Six Sams,L,W,Ancient Gear,M. A. Mechs,Dieded,0,1,,,
Season 5,Week 3,Abusement Park,EJPanda,Destiny Draw,Cyberdark Neos,L,W,Ancient Gear,M. A. Mechs,Dieded,0,1,,,
Season 5,Week 3,Abusement Park,Lotso,Light & Dark,Six Sams,W,L,Ancient Gear,M. A. Mechs,Dieded,1,0,,Six SamsAncient Gear,
Season 5,Week 3,Abusement Park,Lotso,Light & Dark,Six Sams,W,L,Blue Eyes,Sealed Tombs,Dieded,1,0,,Six SamsBlue Eyes,
Season 5,Week 3,Abusement Park,Lotso,Light & Dark,Six Sams,L,W,Spellbooks,Light & Dark,Ivory,0,1,,,
Season 5,Week 3,Abusement Park,Lotso,Sealed Tombs,Blue Eyes,W,L,Spellbooks,Light & Dark,Ivory,1,0,,Blue EyesSpellbooks,
Season 5,Week 3,Abusement Park,Lotso,Sealed Tombs,Blue Eyes,W,L,Cyberdark Neos,Switcheroo,Ivory,1,0,,Blue EyesCyberdark Neos,
Season 5,Week 3,Abusement Park,Lotso,Sealed Tombs,Blue Eyes,W,L,Metaphys,Grit,Far,1,0,,Blue EyesMetaphys,
Season 5,Week 3,Abusement Park,Lotso,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,Far,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Abusement Park,Lotso,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,Zelda,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Abusement Park,Lotso,Sealed Tombs,Blue Eyes,W,L,Spellbooks,Light & Dark,Zelda,1,0,,Blue EyesSpellbooks,
Season 5,Week 3,Abusement Park,Lotso,Sealed Tombs,Blue Eyes,L,W,Ancient Gear,M. A. Mechs,Sinmavis,0,1,,,
Season 5,Week 3,Abusement Park,ASAP,Sealed Tombs,Blue Eyes,L,W,Ancient Gear,M. A. Mechs,Sinmavis,0,1,,,
Season 5,Week 3,Abusement Park,ASAP,Sealed Tombs,Blue Eyes,W,L,Ancient Gear,M. A. Mechs,Sinmavis,1,0,,Blue EyesAncient Gear,
Season 5,Week 3,Abusement Park,ASAP,Sealed Tombs,Blue Eyes,W,L,Triamid,Balance,Sinmavis,1,0,,Blue EyesTriamid,
Season 5,Week 3,Royal Card Fighters,Dieded,M. A. Mechs,Ancient Gear,W,L,Six Sams,Light & Dark,EJPanda,1,0,,Ancient GearSix Sams,
Season 5,Week 3,Royal Card Fighters,Dieded,M. A. Mechs,Ancient Gear,W,L,Cyberdark Neos,Destiny Draw,EJPanda,1,0,,Ancient GearCyberdark Neos,
Season 5,Week 3,Royal Card Fighters,Dieded,M. A. Mechs,Ancient Gear,L,W,Six Sams,Light & Dark,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Dieded,Sealed Tombs,Blue Eyes,L,W,Six Sams,Light & Dark,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Ivory,Light & Dark,Spellbooks,W,L,Six Sams,Light & Dark,Lotso,1,0,,SpellbooksSix Sams,
Season 5,Week 3,Royal Card Fighters,Ivory,Light & Dark,Spellbooks,L,W,Blue Eyes,Sealed Tombs,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Ivory,Switcheroo,Cyberdark Neos,L,W,Blue Eyes,Sealed Tombs,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Far,Grit,Metaphys,L,W,Blue Eyes,Sealed Tombs,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Far,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Zelda,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Zelda,Light & Dark,Spellbooks,L,W,Blue Eyes,Sealed Tombs,Lotso,0,1,,,
Season 5,Week 3,Royal Card Fighters,Sinmavis,M. A. Mechs,Ancient Gear,W,L,Blue Eyes,Sealed Tombs,Lotso,1,0,,Ancient GearBlue Eyes,
Season 5,Week 3,Royal Card Fighters,Sinmavis,M. A. Mechs,Ancient Gear,W,L,Blue Eyes,Sealed Tombs,ASAP,1,0,,Ancient GearBlue Eyes,
Season 5,Week 3,Royal Card Fighters,Sinmavis,M. A. Mechs,Ancient Gear,L,W,Blue Eyes,Sealed Tombs,ASAP,0,1,,,
Season 5,Week 3,Royal Card Fighters,Sinmavis,Balance,Triamid,L,W,Blue Eyes,Sealed Tombs,ASAP,0,1,,,
Season 5,Week 3,Banana Rampage,PH,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,Zeppelin,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Banana Rampage,PH,Sealed Tombs,Blue Eyes,L,W,Blue Eyes,Beatdown,Zeppelin,0,1,,,
Season 5,Week 3,Banana Rampage,PH,Light & Dark,Six Sams,L,W,Blue Eyes,Beatdown,Zeppelin,0,1,,,
Season 5,Week 3,Banana Rampage,0511,Grit,Metaphys,W,L,Blue Eyes,Beatdown,Zeppelin,1,0,,MetaphysBlue Eyes,
Season 5,Week 3,Banana Rampage,0511,Grit,Metaphys,W,L,Ancient Gear,M. A. Mechs,Drackmord,1,0,,MetaphysAncient Gear,
Season 5,Week 3,Banana Rampage,0511,Grit,Metaphys,L,W,Ancient Gear,M. A. Mechs,Drackmord,0,1,,,
Season 5,Week 3,Banana Rampage,0511,Light & Dark,Six Sams,W,L,Ancient Gear,M. A. Mechs,Drackmord,1,0,,Six SamsAncient Gear,
Season 5,Week 3,Banana Rampage,0511,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,Wayne Kenoff,0,1,,,
Season 5,Week 3,Banana Rampage,BC Kainight,Balance,Triamid,W,L,Blue Eyes,Sealed Tombs,Wayne Kenoff,1,0,,TriamidBlue Eyes,
Season 5,Week 3,Banana Rampage,BC Kainight,Balance,Triamid,L,W,Triamid,Balance,Wayne Kenoff,0,1,,,
Season 5,Week 3,Banana Rampage,BC Kainight,Sealed Tombs,Blue Eyes,L,W,Triamid,Balance,Wayne Kenoff,0,1,,,
Season 5,Week 3,Banana Rampage,Mystic,M. A. Mechs,Ancient Gear,W,L,Triamid,Balance,Wayne Kenoff,1,0,,Ancient GearTriamid,
Season 5,Week 3,Banana Rampage,Mystic,M. A. Mechs,Ancient Gear,L,W,Magnets,Switcheroo,Aankara,0,1,,,
Season 5,Week 3,Banana Rampage,Mystic,Sealed Tombs,Blue Eyes,L,W,Magnets,Switcheroo,Aankara,0,1,,,
Season 5,Week 3,Banana Rampage,Ander,Destiny Draw,Lava Neos,L,W,Magnets,Switcheroo,Aankara,0,1,,,
Season 5,Week 3,Banana Rampage,Ander,Destiny Draw,Lava Neos,L,W,Magnets,Switcheroo,Aankara,0,1,,,
Season 5,Week 3,Chillin' With Chilah,Zeppelin,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,PH,0,1,,,
Season 5,Week 3,Chillin' With Chilah,Zeppelin,Beatdown,Blue Eyes,W,L,Blue Eyes,Sealed Tombs,PH,1,0,,Blue EyesBlue Eyes,
Season 5,Week 3,Chillin' With Chilah,Zeppelin,Beatdown,Blue Eyes,W,L,Six Sams,Light & Dark,PH,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Chillin' With Chilah,Zeppelin,Beatdown,Blue Eyes,L,W,Metaphys,Grit,0511,0,1,,,
Season 5,Week 3,Chillin' With Chilah,Drackmord,M. A. Mechs,Ancient Gear,L,W,Metaphys,Grit,0511,0,1,,,
Season 5,Week 3,Chillin' With Chilah,Drackmord,M. A. Mechs,Ancient Gear,W,L,Metaphys,Grit,0511,1,0,,Ancient GearMetaphys,
Season 5,Week 3,Chillin' With Chilah,Drackmord,M. A. Mechs,Ancient Gear,L,W,Six Sams,Light & Dark,0511,0,1,,,
Season 5,Week 3,Chillin' With Chilah,Wayne Kenoff,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,0511,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Chillin' With Chilah,Wayne Kenoff,Sealed Tombs,Blue Eyes,L,W,Triamid,Balance,BC Kainight,0,1,,,
Season 5,Week 3,Chillin' With Chilah,Wayne Kenoff,Balance,Triamid,W,L,Triamid,Balance,BC Kainight,1,0,,TriamidTriamid,
Season 5,Week 3,Chillin' With Chilah,Wayne Kenoff,Balance,Triamid,W,L,Blue Eyes,Sealed Tombs,BC Kainight,1,0,,TriamidBlue Eyes,
Season 5,Week 3,Chillin' With Chilah,Wayne Kenoff,Balance,Triamid,L,W,Ancient Gear,M. A. Mechs,Mystic,0,1,,,
Season 5,Week 3,Chillin' With Chilah,Aankara,Switcheroo,Magnets,W,L,Ancient Gear,M. A. Mechs,Mystic,1,0,,MagnetsAncient Gear,
Season 5,Week 3,Chillin' With Chilah,Aankara,Switcheroo,Magnets,W,L,Blue Eyes,Sealed Tombs,Mystic,1,0,,MagnetsBlue Eyes,
Season 5,Week 3,Chillin' With Chilah,Aankara,Switcheroo,Magnets,W,L,Lava Neos,Destiny Draw,Ander,1,0,,MagnetsLava Neos,
Season 5,Week 3,Chillin' With Chilah,Aankara,Switcheroo,Magnets,W,L,Lava Neos,Destiny Draw,Ander,1,0,,MagnetsLava Neos,
Season 5,Week 3,Animal Plays,Luke Tyler,Light & Dark,Six Sams,L,W,Six Sams,Light & Dark,Black Vegito,0,1,,,
Season 5,Week 3,Animal Plays,Luke Tyler,Balance,Triamid,W,L,Six Sams,Light & Dark,Black Vegito,1,0,,TriamidSix Sams,
Season 5,Week 3,Animal Plays,Luke Tyler,Balance,Triamid,L,W,Cyberdark Neos,Destiny Draw,Black Vegito,0,1,,,
Season 5,Week 3,Animal Plays,Vini,Light & Dark,Spellbooks,W,L,Cyberdark Neos,Destiny Draw,Black Vegito,1,0,,SpellbooksCyberdark Neos,
Season 5,Week 3,Animal Plays,Vini,Light & Dark,Spellbooks,L,W,Metaphys,Grit,Yuya,0,1,,,
Season 5,Week 3,Animal Plays,Vini,Destiny Draw,Cyberdark Neos,W,L,Metaphys,Grit,Yuya,1,0,,Cyberdark NeosMetaphys,
Season 5,Week 3,Animal Plays,Vini,Destiny Draw,Cyberdark Neos,L,W,Spellbooks,Light & Dark,Yuya,0,1,,,
Season 5,Week 3,Animal Plays,Puzoor,Sealed Tombs,Blue Eyes,W,L,Spellbooks,Light & Dark,Yuya,1,0,,Blue EyesSpellbooks,
Season 5,Week 3,Animal Plays,Puzoor,Sealed Tombs,Blue Eyes,L,W,Cyberdark Neos,Destiny Draw,Celestial,0,1,,,
Season 5,Week 3,Animal Plays,Puzoor,Light & Dark,Spellbooks,L,W,Cyberdark Neos,Destiny Draw,Celestial,0,1,,,
Season 5,Week 3,Animal Plays,ThreeD,Light & Dark,Six Sams,L,W,Cyberdark Neos,Destiny Draw,Celestial,0,1,,,
Season 5,Week 3,Animal Plays,ThreeD,Light & Dark,Six Sams,W,L,Cyberdark Neos,Destiny Draw,Celestial,1,0,,Six SamsCyberdark Neos,
Season 5,Week 3,Animal Plays,ThreeD,Light & Dark,Six Sams,W,L,Aliens,Switcheroo,Celestial,1,0,,Six SamsAliens,
Season 5,Week 3,Animal Plays,ThreeD,Light & Dark,Six Sams,W,L,Blue Eyes,Sealed Tombs,<U+3058>~<U+304F>/sieg <U+4E03><U+6B66><U+6D77>,1,0,,Six SamsBlue Eyes,
Season 5,Week 3,Animal Plays,ThreeD,Light & Dark,Six Sams,W,L,Blue Eyes,Sealed Tombs,<U+3058>~<U+304F>/sieg <U+4E03><U+6B66><U+6D77>,1,0,,Six SamsBlue Eyes,
Season 5,Week 3,Animal Plays,ThreeD,Light & Dark,Six Sams,W,L,Spellbooks,Light & Dark,DigiChannel,1,0,,Six SamsSpellbooks,
Season 5,Week 3,Animal Plays,ThreeD,Light & Dark,Six Sams,L,W,Six Sams,Light & Dark,DigiChannel,0,1,,,
Season 5,Week 3,Animal Plays,Mordecai,Light & Dark,Metaphys,L,W,Six Sams,Light & Dark,DigiChannel,0,1,,,
Season 5,Week 3,Animal Plays,Mordecai,Light & Dark,Metaphys,W,L,Six Sams,Light & Dark,DigiChannel,1,0,,MetaphysSix Sams,
Season 5,Week 3,Forbidden Ones,Black Vegito,Light & Dark,Six Sams,W,L,Six Sams,Light & Dark,Luke Tyler,1,0,,Six SamsSix Sams,
Season 5,Week 3,Forbidden Ones,Black Vegito,Light & Dark,Six Sams,L,W,Triamid,Balance,Luke Tyler,0,1,,,
Season 5,Week 3,Forbidden Ones,Black Vegito,Destiny Draw,Cyberdark Neos,W,L,Triamid,Balance,Luke Tyler,1,0,,Cyberdark NeosTriamid,
Season 5,Week 3,Forbidden Ones,Black Vegito,Destiny Draw,Cyberdark Neos,L,W,Spellbooks,Light & Dark,Vini,0,1,,,
Season 5,Week 3,Forbidden Ones,Yuya,Grit,Metaphys,W,L,Spellbooks,Light & Dark,Vini,1,0,,MetaphysSpellbooks,
Season 5,Week 3,Forbidden Ones,Yuya,Grit,Metaphys,L,W,Cyberdark Neos,Destiny Draw,Vini,0,1,,,
Season 5,Week 3,Forbidden Ones,Yuya,Light & Dark,Spellbooks,W,L,Cyberdark Neos,Destiny Draw,Vini,1,0,,SpellbooksCyberdark Neos,
Season 5,Week 3,Forbidden Ones,Yuya,Light & Dark,Spellbooks,L,W,Blue Eyes,Sealed Tombs,Puzoor,0,1,,,
Season 5,Week 3,Forbidden Ones,Celestial,Destiny Draw,Cyberdark Neos,W,L,Blue Eyes,Sealed Tombs,Puzoor,1,0,,Cyberdark NeosBlue Eyes,
Season 5,Week 3,Forbidden Ones,Celestial,Destiny Draw,Cyberdark Neos,W,L,Spellbooks,Light & Dark,Puzoor,1,0,,Cyberdark NeosSpellbooks,
Season 5,Week 3,Forbidden Ones,Celestial,Destiny Draw,Cyberdark Neos,W,L,Six Sams,Light & Dark,ThreeD,1,0,,Cyberdark NeosSix Sams,
Season 5,Week 3,Forbidden Ones,Celestial,Destiny Draw,Cyberdark Neos,L,W,Six Sams,Light & Dark,ThreeD,0,1,,,
Season 5,Week 3,Forbidden Ones,Celestial,Switcheroo,Aliens,L,W,Six Sams,Light & Dark,ThreeD,0,1,,,
Season 5,Week 3,Forbidden Ones,<U+3058>~<U+304F>/sieg <U+4E03><U+6B66><U+6D77>,Sealed Tombs,Blue Eyes,L,W,Six Sams,Light & Dark,ThreeD,0,1,,,
Season 5,Week 3,Forbidden Ones,<U+3058>~<U+304F>/sieg <U+4E03><U+6B66><U+6D77>,Sealed Tombs,Blue Eyes,L,W,Six Sams,Light & Dark,ThreeD,0,1,,,
Season 5,Week 3,Forbidden Ones,DigiChannel,Light & Dark,Spellbooks,L,W,Six Sams,Light & Dark,ThreeD,0,1,,,
Season 5,Week 3,Forbidden Ones,DigiChannel,Light & Dark,Six Sams,W,L,Six Sams,Light & Dark,ThreeD,1,0,,Six SamsSix Sams,
Season 5,Week 3,Forbidden Ones,DigiChannel,Light & Dark,Six Sams,W,L,Metaphys,Light & Dark,Mordecai,1,0,,Six SamsMetaphys,
Season 5,Week 3,Forbidden Ones,DigiChannel,Light & Dark,Six Sams,L,W,Metaphys,Light & Dark,Mordecai,0,1,,,
Season 5,Week 3,Bricks & Potatoes,Charisma,Ties That Bind,Six Sams,W,L,Cyberdark Neos,Destiny Draw,Soberano,1,0,,Six SamsCyberdark Neos,
Season 5,Week 3,Bricks & Potatoes,Charisma,Ties That Bind,Six Sams,W,L,Six Sams,Light & Dark,Soberano,1,0,,Six SamsSix Sams,
Season 5,Week 3,Bricks & Potatoes,Charisma,Ties That Bind,Six Sams,L,W,Blue Eyes,Sealed Tombs,Maximilian K,0,1,,,
Season 5,Week 3,Bricks & Potatoes,Charisma,Sealed Tombs,Blue Eyes,L,W,Blue Eyes,Sealed Tombs,Maximilian K,0,1,,,
Season 5,Week 3,Bricks & Potatoes,AndyTsang,Destiny Draw,Cyberdark Neos,W,L,Blue Eyes,Sealed Tombs,Maximilian K,1,0,,Cyberdark NeosBlue Eyes,
Season 5,Week 3,Bricks & Potatoes,AndyTsang,Destiny Draw,Cyberdark Neos,W,L,Spellbooks,Light & Dark,Maximilian K,1,0,,Cyberdark NeosSpellbooks,
Season 5,Week 3,Bricks & Potatoes,AndyTsang,Destiny Draw,Cyberdark Neos,L,W,Ancient Gear,M. A. Mechs,Ravi,0,1,,,
Season 5,Week 3,Bricks & Potatoes,AndyTsang,Light & Dark,Spellbooks,L,W,Ancient Gear,M. A. Mechs,Ravi,0,1,,,
Season 5,Week 3,Bricks & Potatoes,Whilipino,Sealed Tombs,Blue Eyes,W,L,Ancient Gear,M. A. Mechs,Ravi,1,0,,Blue EyesAncient Gear,
Season 5,Week 3,Bricks & Potatoes,Whilipino,Sealed Tombs,Blue Eyes,W,L,Cyberdark Neos,Destiny Draw,Ravi,1,0,,Blue EyesCyberdark Neos,
Season 5,Week 3,Bricks & Potatoes,Whilipino,Sealed Tombs,Blue Eyes,L,W,Magnets,Sealed Tombs,Vanitur,0,1,,,
Season 5,Week 3,Bricks & Potatoes,Whilipino,M. A. Mechs,Ancient Gear,L,W,Magnets,Sealed Tombs,Vanitur,0,1,,,
Season 5,Week 3,Bricks & Potatoes,BP<U+4E0D><U+6B7B><U+9CE5>mint,Sealed Tombs,Six Sams,W,L,Magnets,Sealed Tombs,Vanitur,1,0,,Six SamsMagnets,
Season 5,Week 3,Bricks & Potatoes,BP<U+4E0D><U+6B7B><U+9CE5>mint,Sealed Tombs,Six Sams,L,W,Six Sams,Light & Dark,Vanitur,0,1,,,
Season 5,Week 3,Bricks & Potatoes,BP<U+4E0D><U+6B7B><U+9CE5>mint,Destiny Draw,Cyberdark Neos,L,W,Six Sams,Light & Dark,Vanitur,0,1,,,
Season 5,Week 3,Bricks & Potatoes,gift,Sealed Tombs,Blue Eyes,W,L,Six Sams,Light & Dark,Vanitur,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Bricks & Potatoes,gift,Sealed Tombs,Blue Eyes,W,L,Triamid,Balance,MedzR,1,0,,Blue EyesTriamid,
Season 5,Week 3,Bricks & Potatoes,gift,Sealed Tombs,Blue Eyes,L,W,Triamid,Balance,MedzR,0,1,,,
Season 5,Week 3,Bricks & Potatoes,gift,Light & Dark,Spellbooks,W,L,Triamid,Balance,MedzR,1,0,,SpellbooksTriamid,
Season 5,Week 3,Odyssey,Soberano,Destiny Draw,Cyberdark Neos,L,W,Six Sams,Ties That Bind,Charisma,0,1,,,
Season 5,Week 3,Odyssey,Soberano,Light & Dark,Six Sams,L,W,Six Sams,Ties That Bind,Charisma,0,1,,,
Season 5,Week 3,Odyssey,Maximilian K,Sealed Tombs,Blue Eyes,W,L,Six Sams,Ties That Bind,Charisma,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Odyssey,Maximilian K,Sealed Tombs,Blue Eyes,W,L,Blue Eyes,Sealed Tombs,Charisma,1,0,,Blue EyesBlue Eyes,
Season 5,Week 3,Odyssey,Maximilian K,Sealed Tombs,Blue Eyes,L,W,Cyberdark Neos,Destiny Draw,AndyTsang,0,1,,,
Season 5,Week 3,Odyssey,Maximilian K,Light & Dark,Spellbooks,L,W,Cyberdark Neos,Destiny Draw,AndyTsang,0,1,,,
Season 5,Week 3,Odyssey,Ravi,M. A. Mechs,Ancient Gear,W,L,Cyberdark Neos,Destiny Draw,AndyTsang,1,0,,Ancient GearCyberdark Neos,
Season 5,Week 3,Odyssey,Ravi,M. A. Mechs,Ancient Gear,W,L,Spellbooks,Light & Dark,AndyTsang,1,0,,Ancient GearSpellbooks,
Season 5,Week 3,Odyssey,Ravi,M. A. Mechs,Ancient Gear,L,W,Blue Eyes,Sealed Tombs,Whilipino,0,1,,,
Season 5,Week 3,Odyssey,Ravi,Destiny Draw,Cyberdark Neos,L,W,Blue Eyes,Sealed Tombs,Whilipino,0,1,,,
Season 5,Week 3,Odyssey,Vanitur,Sealed Tombs,Magnets,W,L,Blue Eyes,Sealed Tombs,Whilipino,1,0,,MagnetsBlue Eyes,
Season 5,Week 3,Odyssey,Vanitur,Sealed Tombs,Magnets,W,L,Ancient Gear,M. A. Mechs,Whilipino,1,0,,MagnetsAncient Gear,
Season 5,Week 3,Odyssey,Vanitur,Sealed Tombs,Magnets,L,W,Six Sams,Sealed Tombs,BP<U+4E0D><U+6B7B><U+9CE5>mint,0,1,,,
Season 5,Week 3,Odyssey,Vanitur,Light & Dark,Six Sams,W,L,Six Sams,Sealed Tombs,BP<U+4E0D><U+6B7B><U+9CE5>mint,1,0,,Six SamsSix Sams,
Season 5,Week 3,Odyssey,Vanitur,Light & Dark,Six Sams,W,L,Cyberdark Neos,Destiny Draw,BP<U+4E0D><U+6B7B><U+9CE5>mint,1,0,,Six SamsCyberdark Neos,
Season 5,Week 3,Odyssey,Vanitur,Light & Dark,Six Sams,L,W,Blue Eyes,Sealed Tombs,gift,0,1,,,
Season 5,Week 3,Odyssey,MedzR,Balance,Triamid,L,W,Blue Eyes,Sealed Tombs,gift,0,1,,,
Season 5,Week 3,Odyssey,MedzR,Balance,Triamid,W,L,Blue Eyes,Sealed Tombs,gift,1,0,,TriamidBlue Eyes,
Season 5,Week 3,Odyssey,MedzR,Balance,Triamid,L,W,Spellbooks,Light & Dark,gift,0,1,,,
Season 5,Week 3,Creeping Death,superforms,Sealed Tombs,Blue Eyes,W,L,Six Sams,Sealed Tombs,kanikabuto,1,0,,Blue EyesSix Sams,
Season 5,Week 3,Creeping Death,superforms,Sealed Tombs,Blue Eyes,L,W,Blue Eyes,Sealed Tombs,kanikabuto,0,1,,,
Season 5,Week 3,Creeping Death,superforms,Balance,Triamid,W,L,Blue Eyes,Sealed Tombs,kanikabuto,1,0,,TriamidBlue Eyes,
Season 5,Week 3,Creeping Death,superforms,Balance,Triamid,L,W,Spellbooks,Light & Dark,soilaono,0,1,,,
Season 5,Week 3,Creeping Death,Raul Torres,Sealed Tombs,Blue Eyes,W,L,Spellbooks,Light & Dark,soilaono,1,0,,Blue EyesSpellbooks,
Season 5,Week 3,Creeping Death,Raul Torres,Sealed Tombs,Blue Eyes,L,W,Ancient Gear,WGITG,soilaono,0,1,,,
Season 5,Week 3,Creeping Death,Raul Torres,M. A. Mechs,Ancient Gear,L,W,Ancient Gear,WGITG,soilaono,0,1,,,
Season 5,Week 3,Creeping Death,March,Light & Dark,Six Sams,W,L,Ancient Gear,WGITG,soilaono,1,0,,Six SamsAncient Gear,
Season 5,Week 3,Creeping Death,March,Light & Dark,Six Sams,L,W,Subterrors,Lab Builder,KIMERURU,0,1,,,
Season 5,Week 3,Creeping Death,March,M. A. Mechs,Ancient Gear,W,L,Subterrors,Lab Builder,KIMERURU,1,0,,Ancient GearSubterrors,
Season 5,Week 3,Creeping Death,March,M. A. Mechs,Ancient Gear,L,W,Cyberdark Neos,Sealed Tombs,KIMERURU,0,1,,,
Season 5,Week 3,Creeping Death,Betrayal,Light & Dark,Six Sams,W,L,Cyberdark Neos,Sealed Tombs,KIMERURU,1,0,,Six SamsCyberdark Neos,
Season 5,Week 3,Creeping Death,Betrayal,Light & Dark,Six Sams,L,W,Spellbooks,Light & Dark,Simon,0,1,,,
Season 5,Week 3,Creeping Death,Betrayal,Destiny Draw,Cyberdark Neos,L,W,Spellbooks,Light & Dark,Simon,0,1,,,
Season 5,Week 3,Creeping Death,AdoboBoy,Beatdown,Blue Eyes,L,W,Spellbooks,Light & Dark,Simon,0,1,,,
Season 5,Week 3,Creeping Death,AdoboBoy,Beatdown,Blue Eyes,W,L,Spellbooks,Light & Dark,Simon,1,0,,Blue EyesSpellbooks,
Season 5,Week 3,Creeping Death,AdoboBoy,Beatdown,Blue Eyes,W,L,Blue Eyes,Beatdown,Simon,1,0,,Blue EyesBlue Eyes,
